,variables,VIF
546,0__fourier_entropy__bins_2:Log_0__fourier_entropy__bins_2,4.807961590167386
547,0__partial_autocorrelation__lag_2:Log_0__partial_autocorrelation__lag_2,43.712384602902404
548,0__cid_ce__normalize_True:Log_0__cid_ce__normalize_True,6.815836820522448
549,"0__cwt_coefficients__coeff_13__w_2__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_13__w_2__widths_(2, 5, 10, 20)",11069.437610045741
550,"0__fft_coefficient__attr_""angle""__coeff_6:Log_0__fft_coefficient__attr_""angle""__coeff_6",1371.7567784200935
551,0__ratio_beyond_r_sigma__r_1.5:Log_0__ratio_beyond_r_sigma__r_1.5,10.09663384646876
552,"0__agg_autocorrelation__f_agg_""median""__maxlag_40:Log_0__agg_autocorrelation__f_agg_""median""__maxlag_40",9.185945056485672
553,"0__fft_coefficient__attr_""angle""__coeff_4:Log_0__fft_coefficient__attr_""angle""__coeff_4",985.5360768040352
554,"0__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4:Log_0__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4",326662.4208945773
555,"0__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.4:Log_0__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.4",297004.18972236884
556,"0__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6:Log_0__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6",418402.8560945453
557,0__autocorrelation__lag_2:Log_0__autocorrelation__lag_2,35.88201489682481
558,"0__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.6:Log_0__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.6",371720.41537273925
559,0__quantile__q_0.2:Log_0__quantile__q_0.2,4.721535895767388
560,"0__cwt_coefficients__coeff_12__w_5__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_12__w_5__widths_(2, 5, 10, 20)",216826783.73194745
561,0__partial_autocorrelation__lag_8:Log_0__partial_autocorrelation__lag_8,1.320986969535544
562,"0__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4:Log_0__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4",173408787777.5402
563,"0__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4:Log_0__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4",183423599045.758
564,0__autocorrelation__lag_6:Log_0__autocorrelation__lag_6,12.265099648246856
565,"0__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6:Log_0__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6",182402123382.29263
566,"0__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6:Log_0__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6",196982007058.15054
567,"0__fft_coefficient__attr_""angle""__coeff_5:Log_0__fft_coefficient__attr_""angle""__coeff_5",1040.8909384361125
568,"0__cwt_coefficients__coeff_8__w_2__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_8__w_2__widths_(2, 5, 10, 20)",2985395.7919676118
569,"0__fft_coefficient__attr_""real""__coeff_1:Log_0__fft_coefficient__attr_""real""__coeff_1",1654358147.2518816
570,"0__cwt_coefficients__coeff_7__w_2__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_7__w_2__widths_(2, 5, 10, 20)",22002984.93981395
571,0__c3__lag_1:Log_0__c3__lag_1,9919.255044390175
572,"0__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""mean"":Log_0__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""mean""",13.158713996247537
573,"0__cwt_coefficients__coeff_4__w_5__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_4__w_5__widths_(2, 5, 10, 20)",293524066.2491678
574,"0__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0:Log_0__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0",56668.22772529268
575,"0__cwt_coefficients__coeff_4__w_2__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_4__w_2__widths_(2, 5, 10, 20)",31284631.66669494
576,"0__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0:Log_0__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0",43713.63822658291
577,0__ar_coefficient__coeff_2__k_10:Log_0__ar_coefficient__coeff_2__k_10,14.355274981400742
578,0__ratio_beyond_r_sigma__r_2:Log_0__ratio_beyond_r_sigma__r_2,8.662138752874906
579,0__count_above_mean:Log_0__count_above_mean,17.919458878297597
580,0__count_below_mean:Log_0__count_below_mean,21.332071252964553
581,0__range_count__max_1__min_-1:Log_0__range_count__max_1__min_-1,9.949352671807464
582,"0__cwt_coefficients__coeff_6__w_2__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_6__w_2__widths_(2, 5, 10, 20)",29324841.964886963
583,"0__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.8:Log_0__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.8",2853.877422876178
584,"0__cwt_coefficients__coeff_2__w_5__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_2__w_5__widths_(2, 5, 10, 20)",797543056.3437929
585,0__number_cwt_peaks__n_1:Log_0__number_cwt_peaks__n_1,2.8176047585856345
586,0__fourier_entropy__bins_100:Log_0__fourier_entropy__bins_100,6.989414082176989
587,"0__fft_coefficient__attr_""imag""__coeff_2:Log_0__fft_coefficient__attr_""imag""__coeff_2",478751532.4276424
588,"0__change_quantiles__f_agg_""mean""__isabs_False__qh_0.2__ql_0.0:Log_0__change_quantiles__f_agg_""mean""__isabs_False__qh_0.2__ql_0.0",1.7856549983015106
589,"0__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0:Log_0__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0",961.2989219300604
590,0__index_mass_quantile__q_0.9:Log_0__index_mass_quantile__q_0.9,9.651637485503109
591,"0__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.0:Log_0__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.0",4.809550725692867
592,0__lempel_ziv_complexity__bins_2:Log_0__lempel_ziv_complexity__bins_2,6.668709197434212
593,"0__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.8:Log_0__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.8",2159.0619782804397
594,0__number_cwt_peaks__n_5:Log_0__number_cwt_peaks__n_5,2.5030545155863666
595,"0__fft_coefficient__attr_""imag""__coeff_3:Log_0__fft_coefficient__attr_""imag""__coeff_3",186901521.75477684
596,"0__change_quantiles__f_agg_""var""__isabs_True__qh_0.2__ql_0.0:Log_0__change_quantiles__f_agg_""var""__isabs_True__qh_0.2__ql_0.0",2.0311036371121833
597,0__partial_autocorrelation__lag_7:Log_0__partial_autocorrelation__lag_7,3.612787489842546
598,"0__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.2:Log_0__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.2",1663.5156051032418
599,"0__change_quantiles__f_agg_""mean""__isabs_False__qh_0.4__ql_0.0:Log_0__change_quantiles__f_agg_""mean""__isabs_False__qh_0.4__ql_0.0",3.1766259165864525
600,0__ratio_beyond_r_sigma__r_2.5:Log_0__ratio_beyond_r_sigma__r_2.5,4.691306499396854
601,0__quantile__q_0.8:Log_0__quantile__q_0.8,130.8021473801695
602,"0__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.0:Log_0__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.0",3.325756419987294
603,"0__fft_aggregated__aggtype_""skew"":Log_0__fft_aggregated__aggtype_""skew""",7.954788789723977
604,0__number_peaks__n_10:Log_0__number_peaks__n_10,15.714867053864003
605,"0__fft_coefficient__attr_""angle""__coeff_8:Log_0__fft_coefficient__attr_""angle""__coeff_8",1237.3646908862038
606,"0__linear_trend__attr_""rvalue"":Log_0__linear_trend__attr_""rvalue""",12.558761678881899
607,"0__cwt_coefficients__coeff_12__w_2__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_12__w_2__widths_(2, 5, 10, 20)",11073.304437256533
608,"0__change_quantiles__f_agg_""var""__isabs_False__qh_0.2__ql_0.0:Log_0__change_quantiles__f_agg_""var""__isabs_False__qh_0.2__ql_0.0",1.3507316983724307
609,"0__fft_coefficient__attr_""angle""__coeff_7:Log_0__fft_coefficient__attr_""angle""__coeff_7",1166.5927819952096
610,"0__linear_trend__attr_""pvalue"":Log_0__linear_trend__attr_""pvalue""",13.655983234411659
611,0__ar_coefficient__coeff_3__k_10:Log_0__ar_coefficient__coeff_3__k_10,3.927499057385194
612,0__time_reversal_asymmetry_statistic__lag_2:Log_0__time_reversal_asymmetry_statistic__lag_2,24819776.51689897
613,"0__fft_coefficient__attr_""angle""__coeff_2:Log_0__fft_coefficient__attr_""angle""__coeff_2",2653.1348347635
614,"0__cwt_coefficients__coeff_9__w_2__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_9__w_2__widths_(2, 5, 10, 20)",331257.84517485055
615,0__quantile__q_0.3:Log_0__quantile__q_0.3,4.397878013429149
616,"0__fft_coefficient__attr_""angle""__coeff_9:Log_0__fft_coefficient__attr_""angle""__coeff_9",698.4035153781341
617,0__lempel_ziv_complexity__bins_10:Log_0__lempel_ziv_complexity__bins_10,5.5195598696140085
618,0__ar_coefficient__coeff_8__k_10:Log_0__ar_coefficient__coeff_8__k_10,1238.4943489179807
619,0__kurtosis:Log_0__kurtosis,36.76276343669329
620,0__variation_coefficient:Log_0__variation_coefficient,36.441306573415424
621,0__ar_coefficient__coeff_7__k_10:Log_0__ar_coefficient__coeff_7__k_10,683.4003884438756
622,"0__cwt_coefficients__coeff_14__w_5__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_14__w_5__widths_(2, 5, 10, 20)",33691252.75644324
623,0__time_reversal_asymmetry_statistic__lag_1:Log_0__time_reversal_asymmetry_statistic__lag_1,373390403.74896866
624,"0__fft_coefficient__attr_""real""__coeff_5:Log_0__fft_coefficient__attr_""real""__coeff_5",41191016.32393541
625,"0__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0:Log_0__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0",2.488013410330752
626,"0__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.8:Log_0__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.8",8131252001.615013
627,0__ratio_beyond_r_sigma__r_0.5:Log_0__ratio_beyond_r_sigma__r_0.5,6.257424246936526
628,0__index_mass_quantile__q_0.6:Log_0__index_mass_quantile__q_0.6,10.799626728781954
629,"0__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0:Log_0__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0",2.2906633668591834
630,0__lempel_ziv_complexity__bins_3:Log_0__lempel_ziv_complexity__bins_3,6.146588056785113
631,"0__fft_coefficient__attr_""real""__coeff_4:Log_0__fft_coefficient__attr_""real""__coeff_4",7340982.306368867
632,"0__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.8:Log_0__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.8",8160757342.42711
633,"0__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.0:Log_0__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.0",3.0977577792309767
634,0__skewness:Log_0__skewness,193.9642725136526
635,"0__fft_coefficient__attr_""angle""__coeff_13:Log_0__fft_coefficient__attr_""angle""__coeff_13",5068.8820378568835
636,"0__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.0:Log_0__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.0",2.139237566561724
637,0__large_standard_deviation__r_0.25:Log_0__large_standard_deviation__r_0.25,4.886858582411184
638,0__time_reversal_asymmetry_statistic__lag_3:Log_0__time_reversal_asymmetry_statistic__lag_3,155850075349.3614
639,"0__fft_coefficient__attr_""angle""__coeff_12:Log_0__fft_coefficient__attr_""angle""__coeff_12",1091.233832050483
640,0__ar_coefficient__coeff_4__k_10:Log_0__ar_coefficient__coeff_4__k_10,5.054831796188013
641,0__partial_autocorrelation__lag_9:Log_0__partial_autocorrelation__lag_9,2.2766811904554123
642,"0__fft_aggregated__aggtype_""kurtosis"":Log_0__fft_aggregated__aggtype_""kurtosis""",34.42116922714244
643,"0__agg_autocorrelation__f_agg_""var""__maxlag_40:Log_0__agg_autocorrelation__f_agg_""var""__maxlag_40",9.17020067970979
644,0__ratio_beyond_r_sigma__r_1:Log_0__ratio_beyond_r_sigma__r_1,9.13941050458642
645,0__partial_autocorrelation__lag_6:Log_0__partial_autocorrelation__lag_6,8.584318787076866
646,0__autocorrelation__lag_5:Log_0__autocorrelation__lag_5,14.9027166451686
647,0__binned_entropy__max_bins_10:Log_0__binned_entropy__max_bins_10,6.618039596828487
648,0__partial_autocorrelation__lag_3:Log_0__partial_autocorrelation__lag_3,18.8266037281932
649,"0__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""mean"":Log_0__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""mean""",31.452345317549934
650,"0__fft_aggregated__aggtype_""variance"":Log_0__fft_aggregated__aggtype_""variance""",12.42231960734971
651,"0__fft_coefficient__attr_""imag""__coeff_4:Log_0__fft_coefficient__attr_""imag""__coeff_4",76795086.61752735
652,0__c3__lag_2:Log_0__c3__lag_2,5676.817263989656
653,"0__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2:Log_0__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2",297.0034380421009
654,"0__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.0:Log_0__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.0",3.6359123460345617
655,"0__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.0:Log_0__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.0",2.845328498968528
656,"0__cwt_coefficients__coeff_11__w_2__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_11__w_2__widths_(2, 5, 10, 20)",15648.539458995292
657,"0__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.4:Log_0__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.4",680.325293001287
658,"0__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.4:Log_0__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.4",434.79073503182866
659,"0__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.4:Log_0__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.4",67.49586661079547
660,0__symmetry_looking__r_0.1:Log_0__symmetry_looking__r_0.1,3.666530278596027
661,"0__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.2:Log_0__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.2",2698.0173478062247
662,"0__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2:Log_0__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2",2742.6669300862395
663,0__ar_coefficient__coeff_10__k_10:Log_0__ar_coefficient__coeff_10__k_10,50.7725735270598
664,"0__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.6:Log_0__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.6",23.906905249556488
665,0__ar_coefficient__coeff_5__k_10:Log_0__ar_coefficient__coeff_5__k_10,5.800043132105639
666,"0__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.6:Log_0__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.6",243.19728965525363
667,"0__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.6:Log_0__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.6",267.5992116598228
668,"0__fft_coefficient__attr_""angle""__coeff_10:Log_0__fft_coefficient__attr_""angle""__coeff_10",951.5226913423088
669,"0__fft_coefficient__attr_""imag""__coeff_9:Log_0__fft_coefficient__attr_""imag""__coeff_9",58461053.74825553
670,"0__fft_coefficient__attr_""angle""__coeff_11:Log_0__fft_coefficient__attr_""angle""__coeff_11",937.9859312037497
671,"0__fft_coefficient__attr_""real""__coeff_3:Log_0__fft_coefficient__attr_""real""__coeff_3",1287649.5386835665
672,"0__fft_coefficient__attr_""imag""__coeff_6:Log_0__fft_coefficient__attr_""imag""__coeff_6",3223510.179830563
673,"0__augmented_dickey_fuller__attr_""pvalue""__autolag_""AIC"":Log_0__augmented_dickey_fuller__attr_""pvalue""__autolag_""AIC""",2.525504123044311
674,0__ar_coefficient__coeff_6__k_10:Log_0__ar_coefficient__coeff_6__k_10,640.4706163557516
675,"0__fft_coefficient__attr_""real""__coeff_8:Log_0__fft_coefficient__attr_""real""__coeff_8",30515128.644782823
676,"0__fft_coefficient__attr_""real""__coeff_9:Log_0__fft_coefficient__attr_""real""__coeff_9",7445525.2530804
677,"0__augmented_dickey_fuller__attr_""teststat""__autolag_""AIC"":Log_0__augmented_dickey_fuller__attr_""teststat""__autolag_""AIC""",8084.86977099315
678,"0__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""var"":Log_0__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""var""",36.76383368641432
679,"0__fft_coefficient__attr_""imag""__coeff_8:Log_0__fft_coefficient__attr_""imag""__coeff_8",36981141.43818737
680,0__quantile__q_0.7:Log_0__quantile__q_0.7,113.12133925519537
681,"0__cwt_coefficients__coeff_13__w_5__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_13__w_5__widths_(2, 5, 10, 20)",51594389.49083394
682,"0__fft_aggregated__aggtype_""centroid"":Log_0__fft_aggregated__aggtype_""centroid""",25.11774068535633
683,"0__cwt_coefficients__coeff_5__w_2__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_5__w_2__widths_(2, 5, 10, 20)",10517950.502418304
684,0__energy_ratio_by_chunks__num_segments_10__segment_focus_3:Log_0__energy_ratio_by_chunks__num_segments_10__segment_focus_3,33.386600856775445
685,"0__cwt_coefficients__coeff_3__w_5__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_3__w_5__widths_(2, 5, 10, 20)",377803658.0476037
686,"0__fft_coefficient__attr_""real""__coeff_13:Log_0__fft_coefficient__attr_""real""__coeff_13",45154148.87736492
687,"0__fft_coefficient__attr_""imag""__coeff_12:Log_0__fft_coefficient__attr_""imag""__coeff_12",13231252.90051159
688,"0__change_quantiles__f_agg_""mean""__isabs_False__qh_0.4__ql_0.2:Log_0__change_quantiles__f_agg_""mean""__isabs_False__qh_0.4__ql_0.2",1.8555037121622342
689,"0__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.2:Log_0__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.2",2.8349990590975693
690,0__autocorrelation__lag_3:Log_0__autocorrelation__lag_3,17.88430776125417
691,"0__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""max"":Log_0__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""max""",46.121461684857366
692,0__ratio_beyond_r_sigma__r_3:Log_0__ratio_beyond_r_sigma__r_3,2.1047352176640346
693,"0__fft_coefficient__attr_""imag""__coeff_10:Log_0__fft_coefficient__attr_""imag""__coeff_10",41874415.31515952
694,"0__change_quantiles__f_agg_""mean""__isabs_True__qh_0.2__ql_0.0:Log_0__change_quantiles__f_agg_""mean""__isabs_True__qh_0.2__ql_0.0",1.5571745379323936
695,"0__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.2:Log_0__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.2",17.530106751230598
696,0__quantile__q_0.4:Log_0__quantile__q_0.4,7.064198722008719
697,"0__cwt_coefficients__coeff_10__w_2__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_10__w_2__widths_(2, 5, 10, 20)",26584.641405025483
698,"0__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""min"":Log_0__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""min""",5.871341284347154
699,0__ar_coefficient__coeff_9__k_10:Log_0__ar_coefficient__coeff_9__k_10,2.610655092660048
700,0__energy_ratio_by_chunks__num_segments_10__segment_focus_1:Log_0__energy_ratio_by_chunks__num_segments_10__segment_focus_1,18.3605168984646
701,"0__fft_coefficient__attr_""real""__coeff_7:Log_0__fft_coefficient__attr_""real""__coeff_7",41736042.96527933
702,0__mean_change:Log_0__mean_change,16264.851291648945
703,"0__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.0:Log_0__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.0",15970.40846714477
704,"0__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""min"":Log_0__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""min""",7.885408186156171
705,0__median:Log_0__median,120.8801561974926
706,"0__fft_coefficient__attr_""imag""__coeff_7:Log_0__fft_coefficient__attr_""imag""__coeff_7",2501386.914973807
707,"0__fft_coefficient__attr_""real""__coeff_11:Log_0__fft_coefficient__attr_""real""__coeff_11",8147215.859922263
708,0__index_mass_quantile__q_0.7:Log_0__index_mass_quantile__q_0.7,8.589741129526248
709,"0__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.4:Log_0__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.4",51.08622197320674
710,0__lempel_ziv_complexity__bins_5:Log_0__lempel_ziv_complexity__bins_5,6.230655519406142
711,"0__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.2:Log_0__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.2",5.407169967346488
712,"0__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.4:Log_0__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.4",1.6988051678559055
713,"0__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.4:Log_0__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.4",1.6988051678559055
714,"0__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.2:Log_0__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.2",2.2863714199376832
715,0__partial_autocorrelation__lag_5:Log_0__partial_autocorrelation__lag_5,7.237159426613745
716,"0__fft_coefficient__attr_""imag""__coeff_5:Log_0__fft_coefficient__attr_""imag""__coeff_5",37769736.99548096
717,0__sum_of_reoccurring_values:Log_0__sum_of_reoccurring_values,231.30578359638855
718,0__mean_second_derivative_central:Log_0__mean_second_derivative_central,1628.3712808937803
719,"0__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.2:Log_0__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.2",5.148290896999075
720,"0__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.2:Log_0__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.2",5.282280362267934
721,0__quantile__q_0.6:Log_0__quantile__q_0.6,17.985245442886256
722,"0__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.4:Log_0__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.4",51.206431798599084
723,0__c3__lag_3:Log_0__c3__lag_3,5935.140730321934
724,"0__fft_coefficient__attr_""imag""__coeff_11:Log_0__fft_coefficient__attr_""imag""__coeff_11",46239248.09048626
725,0__partial_autocorrelation__lag_4:Log_0__partial_autocorrelation__lag_4,8.403325892299932
726,"0__fft_coefficient__attr_""real""__coeff_12:Log_0__fft_coefficient__attr_""real""__coeff_12",69275441.32749107
727,"0__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.4:Log_0__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.4",20.916219526406287
728,"0__fft_coefficient__attr_""real""__coeff_6:Log_0__fft_coefficient__attr_""real""__coeff_6",53392425.89644663
729,0__autocorrelation__lag_4:Log_0__autocorrelation__lag_4,9.29452677400052
730,"0__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.6:Log_0__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.6",28.862844406077116
731,"0__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.2:Log_0__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.2",1.7015576788170084
732,"0__fft_coefficient__attr_""real""__coeff_10:Log_0__fft_coefficient__attr_""real""__coeff_10",547304.172097928
733,"0__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.2:Log_0__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.2",1.7930220264811279
734,0__index_mass_quantile__q_0.8:Log_0__index_mass_quantile__q_0.8,7.789065631781518
735,0__friedrich_coefficients__coeff_3__m_3__r_30:Log_0__friedrich_coefficients__coeff_3__m_3__r_30,4992.276702488776
736,0__friedrich_coefficients__coeff_1__m_3__r_30:Log_0__friedrich_coefficients__coeff_1__m_3__r_30,332.3277876406709
737,0__friedrich_coefficients__coeff_0__m_3__r_30:Log_0__friedrich_coefficients__coeff_0__m_3__r_30,417.4574887294086
738,0__large_standard_deviation__r_0.30000000000000004:Log_0__large_standard_deviation__r_0.30000000000000004,2.127586354410522
739,0__friedrich_coefficients__coeff_2__m_3__r_30:Log_0__friedrich_coefficients__coeff_2__m_3__r_30,324.9669358709727
740,0__max_langevin_fixed_point__m_3__r_30:Log_0__max_langevin_fixed_point__m_3__r_30,17607.76608829696
741,const,0.0
